App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity,Category_Display
Fast Secure VPN,TOOLS,4.3,56848,9.6,1000000,Free,0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.41854095315035955,TOOLS
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10.0,1000000,Free,0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.477772631395398,TOOLS
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2,50000000,Free,0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.3932843137254902,TOOLS
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9,1000000,Free,0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.3477272727272727,TOOLS
AppLock - Fingerprint,TOOLS,4.4,745245,3.5,10000000,Free,0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.5643250329105592,TOOLS
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21.0,100000,Free,0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.4,PERSONALIZATION
Golden Launcher,PERSONALIZATION,4.4,32794,12.0,5000000,Free,0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.5899720893141945,PERSONALIZATION
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17.0,100000000,Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.5911111111111111,PERSONALIZATION
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8,500000,Free,0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.594328202661536,PERSONALIZATION
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23.0,1000000,Free,0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.4048684210526316,PERSONALIZATION
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14.0,1000000,Free,0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.5961899862825789,PERSONALIZATION
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12.0,10000000,Free,0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.6061519607843138,PERSONALIZATION
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0,10000000,Free,0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.599070847362514,PERSONALIZATION
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14.0,100000000,Free,0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.5185483870967742,PERSONALIZATION
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38.0,1000000,Free,0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.517482993197279,PERSONALIZATION
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000,Free,0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.6068617724867725,PERSONALIZATION
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000,Free,0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.44305555555555554,PERSONALIZATION
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000,Free,0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.5825074404761905,PERSONALIZATION
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27.0,500000,Free,0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.34328703703703706,PERSONALIZATION
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000,Free,0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.47637755102040824,PERSONALIZATION
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000,Paid,$2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.5016910966315729,PERSONALIZATION
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14.0,1000000,Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.5222924031986531,PERSONALIZATION
HD Widgets,PERSONALIZATION,4.3,58617,26.0,1000000,Paid,$0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.5138021885521885,PERSONALIZATION
DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000,Free,0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.419047619047619,PERSONALIZATION
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000,Free,0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.5463555010574592,PERSONALIZATION
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000,Free,0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.6184401360544217,PERSONALIZATION
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10.0,5000000,Free,0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.5277725905176885,PERSONALIZATION
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000,Free,0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.5650367309458219,PERSONALIZATION
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000,Free,0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.48231736087307936,PERSONALIZATION
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000,Free,0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.503655303030303,PERSONALIZATION
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,1000000,Free,0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.5115710678210679,PERSONALIZATION
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13.0,10000000,Free,0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.5776225692297121,PERSONALIZATION
BIG Launcher,PERSONALIZATION,4.3,881,5.9,10000,Paid,$9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,0.41012519511738266,PERSONALIZATION
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24.0,10000000,Free,0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.5824492063492064,PRODUCTIVITY
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3,5000000,Free,0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.4863489736070381,PRODUCTIVITY
Dropbox,PRODUCTIVITY,4.4,1861310,61.0,500000000,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.4436356041619199,PRODUCTIVITY
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,10000000,Free,0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.33333333333333337,PRODUCTIVITY
Content Transfer,PRODUCTIVITY,4.7,19302,7.2,5000000,Free,0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.3970588474025974,PRODUCTIVITY
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,50000000,Free,0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.43680291005291,PRODUCTIVITY
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000,Free,0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.5788869654427428,PRODUCTIVITY
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,500000,Free,0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.49746949974628546,PRODUCTIVITY
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1,10000000,Free,0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.5656775421363334,PRODUCTIVITY
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,50000000,Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,0.45269949494949496,PRODUCTIVITY
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7,1000000,Free,0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.4697435897435896,PRODUCTIVITY
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9,5000000,Free,0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,0.25,PRODUCTIVITY
Business Calendar 2,PRODUCTIVITY,4.6,102594,15.0,5000000,Free,0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,0.46938575498575497,PRODUCTIVITY
Dropbox,PRODUCTIVITY,4.4,1861309,61.0,500000000,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.4436356041619199,PRODUCTIVITY
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,1000000,Free,0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.4733768187830688,PRODUCTIVITY
Baby Panda Learns Shapes,PARENTING,4.0,3789,42.0,1000000,Free,0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.3571943371943372,PARENTING
Baby Name Together,PARENTING,4.0,464,24.0,100000,Free,0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.49526973401973406,PARENTING
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24.0,500000,Free,0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.5080825644943292,PARENTING
Baby Panda Musical Genius,PARENTING,4.0,3346,37.0,1000000,Free,0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.48696199446199445,PARENTING
Baby Monitor,PARENTING,4.4,5343,5.2,1000000,Free,0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.49213548752834463,PARENTING
Daniel Tiger for Parents,PARENTING,4.7,247,28.0,100000,Free,0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.5090388007054674,PARENTING
Free live weather on screen,WEATHER,4.4,15370,21.0,1000000,Free,0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.5197159565580618,WEATHER
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,5000000,Free,0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up,0.5066498316498317,WEATHER
ForecaWeather,WEATHER,4.2,18425,5.3,1000000,Free,0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.5093346291866029,WEATHER
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6,1000000,Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.5417320261437909,VIDEO_PLAYERS
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,1000000,Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.435921052631579,VIDEO_PLAYERS
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,1000000,Free,0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.574268094334508,VIDEO_PLAYERS
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0,10000000,Free,0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,0.44935433785433787,VIDEO_PLAYERS
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11.0,1000000,Free,0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.5907247425997426,NEWS_AND_MAGAZINES
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.5081744708841328,NEWS_AND_MAGAZINES
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000,Free,0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.5183455882352942,NEWS_AND_MAGAZINES
Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146,NEWS_AND_MAGAZINES
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000,Free,0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.37713519333889706,NEWS_AND_MAGAZINES
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000,Free,0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.43835169880624425,NEWS_AND_MAGAZINES
Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146,NEWS_AND_MAGAZINES
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000,Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.4749871450927789,NEWS_AND_MAGAZINES
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000,Free,0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.4657510221260221,NEWS_AND_MAGAZINES
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000,Free,0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.3379659090909091,NEWS_AND_MAGAZINES
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000,Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,0.4111693465264894,NEWS_AND_MAGAZINES
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000,Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.47140920486406596,NEWS_AND_MAGAZINES
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.5081744708841328,NEWS_AND_MAGAZINES
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000,Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.4841472548615406,NEWS_AND_MAGAZINES
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000,Free,0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.0,NEWS_AND_MAGAZINES
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000,Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,0.4111693465264894,NEWS_AND_MAGAZINES
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.5081744708841328,NEWS_AND_MAGAZINES
Google News,NEWS_AND_MAGAZINES,3.9,877643,13.0,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146,NEWS_AND_MAGAZINES
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000,Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.4749871450927789,NEWS_AND_MAGAZINES
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000,Free,0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.4859695165945166,MAPS_AND_NAVIGATION
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000,Free,0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.40281887755102047,MAPS_AND_NAVIGATION
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000,Free,0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.6541666666666667,MAPS_AND_NAVIGATION
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000,Free,0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.46424505829267737,MAPS_AND_NAVIGATION
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000,Free,0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.6011644345238095,MAPS_AND_NAVIGATION
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000,Free,0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.41144872692666806,MAPS_AND_NAVIGATION
Flashlight,TOOLS,4.5,162335,4.9,10000000,Free,0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.6072482993197279,TOOLS
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000,Free,0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.6577408804430863,FAMILY
A Word A Day,FAMILY,3.7,2398,2.9,500000,Free,0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.6690340909090909,FAMILY
Akinator,FAMILY,4.3,1805398,55.0,50000000,Free,0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,0.4953002693665287,FAMILY
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000,Free,0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.5895535714285715,FAMILY
Agar.io,GAME,4.2,3815614,32.0,100000000,Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,0.45973048669739847,GAME
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000,Free,0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.47136153852186463,FAMILY
A+ Mobile,FINANCE,3.9,730,6.3,10000,Free,0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.522708380574452,FINANCE
Angry Birds Classic,GAME,4.4,5565856,97.0,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,0.5348862663965559,GAME
Build a Bridge!,FAMILY,4.6,263454,74.0,10000000,Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,0.5132795923161372,FAMILY
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000,Free,0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up,0.5850889989639989,FAMILY
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000,Free,0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up,0.5598440065681445,FAMILY
Bubble Shooter,GAME,4.5,43576,50.0,5000000,Free,0,Everyone,Arcade,"September 13, 2017",4.4,2.3 and up,0.5156595926423513,GAME
Asphalt 8: Airborne,GAME,4.5,8389714,92.0,100000000,Free,0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,0.5135438903805984,GAME
Basketball Stars,SPORTS,4.4,867920,45.0,10000000,Free,0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,0.4871262763528012,SPORTS
Amazon Shopping,SHOPPING,4.3,908525,42.0,100000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.4624378936759889,SHOPPING
Four In A Line Free,GAME,4.3,133195,11.0,5000000,Free,0,Everyone,Board,"June 11, 2018",1.58,4.1 and up,0.4853270474381585,GAME
Flow Free,FAMILY,4.3,1295293,11.0,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.5201833408656908,FAMILY
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,10000000,Free,0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,0.48721443101651435,PRODUCTIVITY
Alto's Adventure,GAME,4.6,515240,63.0,10000000,Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.5261316988814583,GAME
Fortune City - A Finance App,FINANCE,4.6,49275,91.0,500000,Free,0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up,0.45879702280743945,FINANCE
Draw A Stickman,GAME,3.4,29265,17.0,1000000,Free,0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up,0.4,GAME
Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000,Free,0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,0.4743972818025296,SPORTS
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81.0,5000000,Free,0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,0.5251869828714091,FAMILY
Four In A Line,GAME,3.8,22191,3.0,1000000,Free,0,Everyone,Board,"May 4, 2015",1.10,2.3 and up,0.5493170399727777,GAME
8 Ball Pool,SPORTS,4.5,14184910,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,SPORTS
Hay Day,FAMILY,4.5,10053186,94.0,100000000,Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,0.5036815863370004,FAMILY
Diary with lock,LIFESTYLE,4.6,815280,4.4,10000000,Free,0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.568277521195691,LIFESTYLE
Clash of Clans,FAMILY,4.6,44881447,98.0,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.5339562645447385,FAMILY
Clash Royale,FAMILY,4.6,23125280,97.0,100000000,Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.48923595085873556,FAMILY
C Programming,FAMILY,4.3,22248,1.8,1000000,Free,0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.541011544011544,FAMILY
Candy Crush Saga,FAMILY,4.4,22419455,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,FAMILY
Hill Climb Racing,GAME,4.4,8921451,63.0,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.49867449971988176,GAME
Fruit Ninja®,GAME,4.3,5091448,41.0,100000000,Free,0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up,0.49328917050691246,GAME
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7,50000000,Free,0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up,0.5246842190376673,VIDEO_PLAYERS
Crossy Road,GAME,4.5,4229977,60.0,100000000,Free,0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.5298473893553813,GAME
Dropbox,PRODUCTIVITY,4.4,1860844,61.0,500000000,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.4436356041619199,PRODUCTIVITY
Dream League Soccer 2018,SPORTS,4.6,9873470,74.0,100000000,Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,0.483123897707231,SPORTS
Bad Piggies,FAMILY,4.3,1168959,66.0,50000000,Free,0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,0.5389492408533662,FAMILY
E*TRADE Mobile,FINANCE,3.9,10657,58.0,1000000,Free,0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.49361037978225475,FINANCE
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37.0,5000000,Free,0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,0.5815682157348824,BOOKS_AND_REFERENCE
Granny,GAME,4.5,1128805,59.0,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.5562993347603944,GAME
Helix Jump,GAME,4.2,1485806,33.0,100000000,Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329,GAME
H&M,LIFESTYLE,3.7,41917,14.0,10000000,Free,0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.5764898448231781,LIFESTYLE
H TV,FAMILY,4.3,103064,5.6,5000000,Free,0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.4085042735042735,FAMILY
Anger of stick 5 : zombie,GAME,4.5,547644,23.0,50000000,Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.5027777777777778,GAME
Cut the Rope FULL FREE,FAMILY,4.4,2122705,49.0,100000000,Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.5702711808929921,FAMILY
Angry Birds 2,FAMILY,4.6,3881752,57.0,100000000,Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.49623943585150476,FAMILY
Angry Birds Rio,GAME,4.4,2610328,46.0,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,0.4715201068772497,GAME
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23291,14.0,1000000,Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.4841472548615406,NEWS_AND_MAGAZINES
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1,50000000,Free,0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,0.6875,COMMUNICATION
Google Ads,BUSINESS,4.3,29331,20.0,5000000,Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.4323986484194818,வணிகம்
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19.0,1000000,Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.49546326754385966,FAMILY
All Football - Latest News & Videos,SPORTS,4.6,152653,17.0,10000000,Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.5105386453823954,SPORTS
Amazon for Tablets,SHOPPING,4.0,141584,22.0,10000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.37119065656565653,SHOPPING
Diary with lock password,LIFESTYLE,4.3,179139,9.7,5000000,Free,0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,0.509655793410164,LIFESTYLE
365Scores - Live Scores,SPORTS,4.6,666246,25.0,10000000,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.6396103896103896,SPORTS
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54.0,10000000,Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.5055597754758974,GAME
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6,1000000,Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.47140920486406596,NEWS_AND_MAGAZINES
Choices: Stories You Play,FAMILY,4.6,807155,93.0,10000000,Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.52632837418782,FAMILY
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91.0,10000000,Free,0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up,0.5053262068732377,FAMILY
DEER HUNTER 2018,GAME,4.3,955614,82.0,10000000,Free,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,0.4333333333333333,GAME
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51.0,1000000,Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.3991548134405278,TRAVEL_AND_LOCAL
